gr;"EDMA code";"GR code";Αγγλική Ονομασία;Συντομογραφία;Ελληνική Ονομασία;’λλη Ονομασία;Σχόλια;Ταυτίζεται με;Επείγουσα;Κατηγορία (1,2,3)
16;16.02.06.01;16.02.06.01.038;;FISH SYT;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ ΓΙΑ ΑΝΑΔΙΑΤΑΞΕΙΣ ΓΟΝΙΔΙΟΥ SYT;;Συνοβιοσάρκωμα;;;
16;16.02.06.01;16.02.06.01.039;;FISH FKHR;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ ΓΙΑ ΑΝΑΔΙΑΤΑΞΕΙΣ ΓΟΝΙΔΙΟΥ FKHR;;Κυψελιδικό ραβδομυοσάρκωμα;;;
16;16.02.06.01;16.02.06.01.040;;FISH CHOP;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ ΓΙΑ ΑΝΑΔΙΑΤΑΞΕΙΣ ΓΟΝΙΔΙΟΥ CHOP;;Μυξοειδές λιποσάρκωμα;;;
16;16.02.06.01;16.02.06.01.041;;FISH ETV6/NTRK3;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ ΓΙΑ ΑΝΑΔΙΑΤΑΞΕΙΣ ΓΟΝΙΔΙΟΥ ETV6/NTRK3;;Συγγενές ινοσάρκωμα;;;
16;16.02.06.01;16.02.06.01.042;;FISH EWS/WT1;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ ΓΙΑ ΑΝΑΔΙΑΤΑΞΕΙΣ ΓΟΝΙΔΙΟΥ EWS/WT1;;Διαυγοκυτταρικό σάρκωμα;;;
16;16.02.06.01;16.02.06.01.043;;FISH WS;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΓΙΑ ΣΥΝΔΡΟΜΟ WILLIAMS;;Σύνδρομο Williams;;;
16;16.02.06.01;16.02.06.01.044;;FISH DGS-VCFS;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΓΙΑ ΣΥΝΔΡΟΜΟ DΙ GEORGE /VCFS;;Σύνδρομο DiGeorge /VCFS;;;
16;16.02.06.01;16.02.06.01.045;;FISH MDLS;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΓΙΑ ΣΥΝΔΡΟΜΟ MILLER-DIECKER;;Σύνδρομο Miller-Diecker;;;
16;16.02.06.01;16.02.06.01.046;;FISH SMS;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΓΙΑ ΣΥΝΔΡΟΜΟ SMITH-MAGENIS;;Σύνδρομο Smith-Magenis;;;
16;16.02.06.01;16.02.06.01.047;;Karyo N-Hodgkin;ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ ΑΣΘΕΝΩΝ ΜΕ ΜΗ HODGKIN ΛΕΜΦΩΜΑ ΑΠΟ ΚΑΛΛΙΕΡΓΕΙΕΣ ΝΕΟΠΛΑΣΜΑΤΙΚΩΝ ΚΥΤΤΑΡΩΝ ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΧΡΗΣΙΜΟΠΟΙΩΝΤΑΣ ΜΙΤΟΓΟΝΑ;;Μη Hodgkin λέμφωμα;13.10.06.01.035;;
16;16.02.06.01;16.02.06.01.048;;FISH CEN/Chr;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΕΝΟΣ ΚΕΝΤΡΟΜΕΡΙΔΙΑΚΟΥ ΑΝΙΧΝΕΥΤΗ (ΑΝΑ ΧΡΩΜΟΣΩΜΑ) ;;Κακοήθη αιματολογικά νοσήματα;13.10.06.01.036;;
16;16.02.06.01;16.02.06.01.049;;FISH CENDualSolidT;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΔΥΟ ΚΕΝΤΡΟΜΕΡΙΔΙΑΚΩΝ ΑΝΙΧΝΕΥΤΩΝ (ΔΥΟ ΔΙΑΦΟΡΕΤΙΚΩΝ ΦΛΟΥΟΡΟΧΡΩΜΑΤΩΝ) ;;Κακοήθη αιματολογικά νοσήματα;13.10.06.01.037;;
16;16.02.06.01;16.02.06.01.050;;FISH (17)(p13.1);ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΕΝΟΣ ΑΝΙΧΝΕΥΤΗ ΜΕ ΜΟΝΑΔΙΚΕΣ ΑΛΛΗΛΟΥΧΙΕΣ DNA (UNIQUE SEQUENCE PROBE) CHROMOSOME (17)(P13.1)P53 GENE;;Κακοήθη αιματολογικά νοσήματα;13.10.06.01.038;;
16;16.02.06.01;16.02.06.01.051;;FISH (13)(q14.3)SPEC;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΕΝΟΣ ΑΝΙΧΝΕΥΤΗ ΜΕ ΜΟΝΑΔΙΚΕΣ ΑΛΛΗΛΟΥΧΙΕΣ DNA (UNIQUE SEQUENCE PROBE) CHROMOSOME (13)(Q14.3), D13S319;;Κακοήθη αιματολογικά νοσήματα;13.10.06.01.039;;
16;16.02.06.01;16.02.06.01.052;;FISH (11)(q22.3);ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΕΝΟΣ ΑΝΙΧΝΕΥΤΗ ΜΕ ΜΟΝΑΔΙΚΕΣ ΑΛΛΗΛΟΥΧΙΕΣ DNA (UNIQUE SEQUENCE PROBE) CHROMOSOME (11)(Q22.3)ATM GENE;;Λεμφοϋπερπλαστικά νεοπλάσματα;13.10.06.01.040;;
16;16.02.06.01;16.02.06.01.053;;FISH (3)(q27)Dual;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ BCL 6 (3Q27) DUAL COLOR BREAK APART;;Λεμφοϋπερπλαστικά νεοπλάσματα;13.10.06.01.041;;
16;16.02.06.01;16.02.06.01.054;;FISH IGH/MALT1;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ IGH/MALT1 T(14:18)(Q32:Q21) DUAL COLOR, DUAL FUSION TRANSLOCATION PROBE;;MALT λέμφωμα στομάχου;13.10.06.01.042;;
16;16.02.06.01;16.02.06.01.055;;FISH (14)(q32)SolidT;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ IGH DUAL COLOR BREAK APART REARRANGEMENT PROBE (14Q32);;Λεμφοϋπερπλαστικά νεοπλάσματα;13.10.06.01.043;;
16;16.02.06.01;16.02.06.01.056;;FISH IGH/MYCSolidT;"ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ IGH/MYC, T(8;14)(Q24;Q32) DUAL COLOR DUAL FUSION TRANSLOCATION PROBE";;Λεμφοϋπερπλαστικά νεοπλάσματα;13.10.06.01.044;;
16;16.02.06.01;16.02.06.01.057;;FISH IGH/BCL2SolidT;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ (FISH) ΙΣΤΙΚΩΝ ΔΕΙΓΜΑΤΩΝ ΕΚΤΟΣ ΑΙΜΑΤΟΣ ΚΑΙ ΜΥΕΛΙΚΟΥ ΑΝΑΡΡΟΦΗΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΑΝΙΧΝΕΥΤΗ IGH/BCL2  T(14:18)(Q32:Q21) DUAL COLOR, DUAL FUSION TRANSLOCATION PROBE ;;;13.10.06.01.045;;
17;13.07;17;HISTOLOGY/CYTOLOGY;;ΕΞΕΤΑΣΕΙΣ ΠΑΘΟΛΟΓΙΚΗΣ ΑΝΑΤΟΜΙΚΗΣ-ΚΥΤΤΑΡΟΛΟΓΙΑΣ;;;;;mt
17;;17.01;AUTOPSY ;;ΝΕΚΡΟΤΟΜΕΣ ;;;;;s1
17;;17.01.01;PAEDIATRIC AUTOPSIES;;ΝΕΚΡΟΤΟΜΕΣ ΠΑΙΔΙΑΤΡΙΚΕΣ ;;;;;s2
17;;17.01.01.01.001;Fetal autopsy;;ΝΕΚΡΟΤΟΜΗ ΕΜΒΡΥΟΥ;;;;ΟΧΙ;2
17;;17.01.01.02.001;Neonatal autopsy;;ΝΕΚΡΟΤΟΜΗ ΝΕΟΓΝΟΥ-ΒΡΕΦΟΥΣ;;;;ΟΧΙ;2
17;;17.01.01.03.001;Child autopsy;;ΝΕΚΡΟΤΟΜΗ ΠΑΙΔΙΟΥ;;;;ΟΧΙ;2
17;;17.01.02;ADULT AUTOPSIES;;ΝΕΚΡΟΤΟΜΕΣ ΕΝΗΛΙΚΑ;;;;;s2
17;;17.01.02.01.001;Adult autopsy;;ΝΕΚΡΟΤΟΜΗ ΕΝΗΛΙΚΑ;;;;ΟΧΙ;2
17;;17.02;GROSS-MICROSCOPIC PATHOLOGY;;ΜΑΚΡΟΣΚΟΠΙΚΗ-ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΠΑΡΑΣΚΕΥΑΣΜΑΤΩΝ;;;;;s1
17;;17.02.01;FFPE SPECIMENS;;FFPE ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ;;;;;s2
17;;17.02.01.01.001;Level I;;FFPE ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΕΠΙΠΕΔΟΥ Ι;;;;ΟΧΙ;1
17;;17.02.01.02.001;Level II;;FFPE ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΕΠΙΠΕΔΟΥ ΙΙ;;;;ΟΧΙ;1
17;;17.02.01.03.001;Level III;;FFPE ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΕΠΙΠΕΔΟΥ ΙΙΙ;;;;ΟΧΙ;1
17;;17.02.02;INTRAOPERATIVE BIOPSY;;ΔΙΕΓΧΕΙΡΗΤΙΚΕΣ ΕΞΕΤΑΣΕΙΣ ΣΕ ΝΩΠΟ ΙΣΤΟ;;;;;s2
17;;17.02.02.01.001;Intaoperative biopsy;;ΤΑΧΕΙΑ ΒΙΟΨΙΑ;;;;ΝΑΙ;1
17;;17.03;CYTOPATHOLOGY;;ΕΞΕΤΑΣΕΙΣ ΚΥΤΤΑΡΟΛΟΓΙΑΣ;;;;;s1
17;;17.03.01;CYTOPATHOLOGY;;ΕΞΕΤΑΣΕΙΣ ΑΠΟΦΟΛΙΔΩΤΙΚΗΣ ΚΥΤΤΑΡΟΛΟΓΙΑΣ;;;;;s2
17;;17.03.01.01.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΣΥΜΒΑΤΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ ΑΠΟΦΟΛΙΔΩΜΕΝΩΝ ΚΥΤΤΑΡΩΝ;;CS / I;;ΟΧΙ;
17;;17.03.01.02.001;;;"ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΣΥΜΒΑΤΙΚΟΥ ΚΟΛΠΟΤΡΑΧΗΛΙΚΟΥ ΕΠΙΧΡΙΣΜΑΤΟΣ
(ΤΕΣΤ ΚΑΤΑ ΠΑΠΑΝΙΚΟΛΑΟΥ)";PAP TEST;CS / I;;ΟΧΙ;
17;;17.03.01.03.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΑΠΟΦΟΛΙΔΩΜΕΝΩΝ ΚΥΤΤΑΡΩΝ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΛΟΓΙΑΣ ΥΓΡΗΣ ΦΑΣΗΣ ΜΕ ΧΡΗΣΗ ΦΙΛΤΡΟΥ;;CS / I;;ΟΧΙ;
17;;17.03.01.04.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΚΟΛΠΟΤΡΑΧΗΛΙΚΟΥ ΕΠΙΧΡΙΣΜΑΤΟΣ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΛΟΓΙΑΣ ΥΓΡΗΣ ΦΑΣΗΣ ΜΕ ΧΡΗΣΗ ΦΙΛΤΡΟΥ;;CS / I;;ΟΧΙ;
17;;17.03.01.05.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΑΠΟΦΟΛΙΔΩΜΕΝΩΝ ΚΥΤΤΑΡΩΝ ΜΕ ΧΡΗΣΗ ΔΙΑΒΑΘΜΙΣΜΕΝΗΣ ΦΥΓΟΚΕΝΤΡΙΣΗΣ;;CS / I;;ΟΧΙ;
17;;17.03.01.06.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΚΟΛΠΟΤΡΑΧΗΛΙΚΟΥ ΕΠΙΧΡΙΣΜΑΤΟΣ ΜΕ ΧΡΗΣΗ ΔΙΑΒΑΘΜΙΣΜΕΝΗΣ ΦΥΓΟΚΕΝΤΡΙΣΗΣ;;CS / I;;ΟΧΙ;
17;;17.03.01.07.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΑΠΟΦΟΛΙΔΩΜΕΝΩΝ ΚΥΤΤΑΡΩΝ ΜΕΤΑ ΑΠΟ ΕΓΚΛΕΙΣΜΟ ΜΕ ΤΕΧΝΙΚΗ ΒΑΣΙΣΜΕΝΗ ΣΕ ΑΓΑΡ;;CS / I;;ΟΧΙ;
17;;17.03.01.08.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΑΠΟΦΟΛΙΔΩΜΕΝΩΝ ΚΥΤΤΑΡΩΝ ΜΕΤΑ ΑΠΟ ΕΓΚΛΕΙΣΜΟ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΦΥΓΟΚΕΝΤΡΙΣΗΣ;;CS / I;;ΟΧΙ;
17;;17.03.01.09.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΑΠΟΦΟΛΙΔΩΜΕΝΩΝ ΚΥΤΤΑΡΩΝ ΜΕΤΑ ΑΠΟ ΑΥΤΟΜΑΤΟ ΕΓΚΛΕΙΣΜΟ ΣΕ ΠΑΡΑΦΙΝΗ ΥΛΙΚΟΥ ΜΟΝΙΜΟΠΟΙΗΜΕΝΟΥ ΣΕ PRESERVCYT;;CS / I;;ΟΧΙ;
17;;17.03.02;CYTOPATHOLOGY;;ΕΞΕΤΑΣΕΙΣ ΚΥΤΤΑΡΟΛΟΓΙΑΣ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ;;;;;s2
17;;17.03.02.01.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΣΥΜΒΑΤΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ;;CS / I;;ΟΧΙ;
17;;17.03.02.02.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΛΟΓΙΑΣ ΥΓΡΗΣ ΦΑΣΗΣ ΜΕ ΧΡΗΣΗ ΦΙΛΤΡΟΥ;;CS / I;;ΟΧΙ;
17;;17.03.02.03.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ΜΕ ΧΡΗΣΗ ΔΙΑΒΑΘΜΙΣΜΕΝΗΣ ΦΥΓΟΚΕΝΤΡΙΣΗΣ;;CS / I;;ΟΧΙ;
17;;17.03.02.04.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ΜΕΤΑ ΑΠΟ ΕΓΚΛΕΙΣΜΟ ΜΕ ΤΕΧΝΙΚΗ ΒΑΣΙΣΜΕΝΗ ΣΕ ΑΓΑΡ;;CS / I;;ΟΧΙ;
17;;17.03.02.05.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ  ΜΕΤΑ ΑΠΟ ΕΓΚΛΕΙΣΜΟ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΦΥΓΟΚΕΝΤΡΙΣΗΣ;;CS / I;;ΟΧΙ;
17;;17.03.02.06.001;;;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΠΑΡΑΚΕΝΤΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ΜΕΤΑ ΑΠΟ ΑΥΤΟΜΑΤΟ ΕΓΚΛΕΙΣΜΟ ΣΕ ΠΑΡΑΦΙΝΗ ΥΛΙΚΟΥ ΜΟΝΙΜΟΠΟΙΗΜΕΝΟΥ ΣΕ PRESERVCYT;;CS / I;;ΟΧΙ;
17;;17.04;HISTOCHEMISTRY ;;ΙΣΤΟΧΗΜΙΚΕΣ/ΚΥΤΤΑΡΟΧΗΜΙΚΕΣ ΕΞΕΤΑΣΕΙΣ ;;;;;s1
17;;17.04.01;HISTOCHEMISTRY ;;ΙΣΤΟΧΗΜΙΚΕΣ ΕΞΕΤΑΣΕΙΣ (ΙΣΤΟΧΗΜΙΚΕΣ ΧΡΩΣΕΙΣ);;;;;s2
17;;17.04.01.01.001;Alcian Blue ;;ALCIAN BLUE ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.02.001;Alcian Blue/Pas;;ALCIAN BLUE/PAS;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.03.001;Congo Red ;;CONGO RED ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.04.001;Fontana Masson ;;FONTANA MASSON ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.05.001;Giemsa ;;GIEMSA ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.06.001;Gomori Trichrome ;;GOMORI TRICHROME ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.07.001;Gordon Sweet's ;;GORDON SWEET'S ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.08.001;Gram ;;GRAM ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.09.001;Grocott Methenamine;;GROCOTT METHENAMINE;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.10.001;Masson Fontana;;MASSON FONTANA;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.11.001;Masson Trichrome;;MASSON TRICHROME;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.12.001;Methenamine Silver;;METHENAMINE SILVER;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.13.001;Oil Red O;;OIL RED O;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.14.001;Orcein Shikata;;ORCEIN SHIKATA;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.15.001;Periodic acid-Schiff stain ;;PERIODIC ACID-SCHIFF STAIN ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.16.001;Periodic acid-Schiff stain Diastase;;PERIODIC ACID-SCHIFF STAIN DIASTASE;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.17.001;Perls Prussian Blue;;PERLS PRUSSIAN BLUE;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.18.001;Rhodanine;;RHODANINE;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.19.001;Rubeanic Acid;;RUBEANIC ACID;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.20.001;Safranin O ;;SAFRANIN O ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.21.001;Sirius Red;;SIRIUS RED;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.22.001;Toluidine Blue;;TOLUIDINE BLUE;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.23.001;van Gieson;;VAN GIESON;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.24.001;von Cossa;;VON COSSA;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.25.001;Verhoff van Gieson;;VERHOFF VAN GIESON;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.26.001;Warthin Starry ;;WARTHIN STARRY ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.04.01.27.001;Ziehl Nielsen ;;ZIEHL NIELSEN ;;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05;IMMUNOHISTOCHEMISTRY;;ΕΞΕΤΑΣΕΙΣ ΑΝΟΣΟΪΣΤΟΧΗΜΕΙΑΣ/ΑΝΟΣΟΚΥΤΤΑΡΟΧΗΜΕΙΑΣ;;;;;s1
17;;17.05.01.01;PRIMARY ANTIBODIES;;ΠΡΩΤΟΤΑΓΗ ΑΝΤΙΣΩΜΑΤΑ;;;;;s2
17;;17.05.01.01.001;Cancer Antigen 125 (IHC);CA-125 (IHC);ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ 125 (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.002;Epithelial cadherin (IHC);E-cadherin (IHC);ΕΠΗΘΗΛΙΑΚΗ ΚΑΝΤΧΕΡΙΝΗ (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.003;Calretinin (IHC);;ΚΑΛΡΕΤΙΝΙΝΗ (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.004;CD3  (IHC);CD3  (IHC);CD3 (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.005;CD20 (IHC);CD20 (IHC);CD20 (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.006;CD31 (IHC);CD31 (IHC);CD31 (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.007;CD34 (IHC);CD34 (IHC);CD34 (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
17;;17.05.01.01.008;CD56  (IHC);CD56  (IHC);CD56 (ΑΝΟΣΟΪΣΤΟΧΗΜΙΚΑ);;FT - FFPE - CS / I;;ΟΧΙ;1
